trial_id,vary,n_writers,abort_rate,record_count,setup_ok,completion_time_s,completed,n_pending_after_completion,n_tasks_total,n_tasks_completed,n_tasks_with_reassignment,max_generation_observed,generation_distribution,integrity_pass,integrity_keys_ok,integrity_keys_total,notes
varyR_n4_r1pct,abort,4,0.01,1000000,true,58.021083786,true,0,896,896,11,1,0:885;1:11,true,1000000,1000000,
varyR_n4_r5pct,abort,4,0.05,1000000,true,46.712742221,true,0,866,866,36,2,0:830;1:35;2:1,false,988920,1000000,
varyR_n4_r10pct,abort,4,0.1,1000000,true,46.693401803,true,0,865,865,75,3,0:790;1:64;2:7;3:4,true,1000000,1000000,
varyR_n4_r25pct,abort,4,0.25,1000000,true,45.688421276,true,0,816,816,193,4,0:623;1:159;2:25;3:8;4:1,true,1000000,1000000,
varyR_n4_r50pct,abort,4,0.5,1000000,true,131.022998041,true,0,881,881,432,10,0:449;1:215;2:114;3:57;4:17;5:12;6:8;7:4;8:3;9:1;10:1,true,1000000,1000000,
