trial_id,vary,n_writers,abort_rate,record_count,setup_ok,completion_time_s,completed,n_pending_after_completion,n_tasks_total,n_tasks_completed,n_tasks_with_reassignment,max_generation_observed,generation_distribution,integrity_pass,integrity_keys_ok,integrity_keys_total,notes
varyR_n4_r5pct,abort,4,0.05,1000000,true,51.914667893,true,0,896,896,44,1,0:852;1:44,true,1000000,1000000,
