system,n_processes,n_repeats,agg_throughput_mean,agg_throughput_stddev,rel_stddev_pct,sum_max_rss_kb_mean,runtime_s_mean,per_proc_throughputs,failures
ozonedb,16,1,34960.70087314576,,,10055296,30.208272218704224,2192.06,2161.21,2222.38,2222.46,2191.29,2176.26,2191.52,2113.49,2207.08,2191.21,2132.60,2206.84,2183.86,2184.17,2208.01,2176.26,
ozonedb,24,1,34762.0413951509,,,12507676,30.649738788604736,1471.57,1442.68,1446.84,1446.64,1441.23,1436.86,1445.68,1438.69,1462.84,1442.13,1461.35,1441.68,1542.61,1442.93,1441.73,1440.28,1440.73,1452.64,1440.88,1390.58,1450.21,1456.45,1442.23,1442.58,
ozonedb,32,1,34717.45597952108,,,14352988,31.35813856124878,1103.46,1084.50,1083.49,1079.52,1081.28,1087.98,1101.52,1081.17,1090.56,1100.31,1083.26,1080.23,1106.94,1116.15,1078.70,1022.71,1101.05,1080.31,1079.86,1091.47,1084.66,1080.87,1082.59,1079.34,1084.35,1083.38,1080.16,1077.07,1081.54,1084.20,1083.26,1081.58,
