trial_id,vary,n_writers,abort_rate,record_count,setup_ok,completion_time_s,completed,n_pending_after_completion,n_tasks_total,n_tasks_completed,n_tasks_with_reassignment,max_generation_observed,generation_distribution,integrity_pass,integrity_keys_ok,integrity_keys_total,notes
varyW_n1_r0pct,writers,1,0.0,1000000,true,135.69856666,true,1,779,778,0,0,0:779,true,1000000,1000000,
varyW_n2_r0pct,writers,2,0.0,1000000,true,91.381012921,true,0,858,858,0,0,0:858,true,1000000,1000000,
varyW_n4_r0pct,writers,4,0.0,1000000,true,48.790511803,true,0,858,858,0,0,0:858,true,1000000,1000000,
varyW_n8_r0pct,writers,8,0.0,1000000,true,32.66797607,true,0,858,858,0,0,0:858,true,1000000,1000000,
varyW_n16_r0pct,writers,16,0.0,1000000,true,31.094995002,true,0,858,858,0,0,0:858,true,1000000,1000000,
